Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_impl::_Vector_impl() [125]
[121]    0.0    0.00    0.00       1         std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::allocator() [121]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::new_allocator() [118]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_impl::~_Vector_impl() [126]
[122]    0.0    0.00    0.00       1         std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::~allocator() [122]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::~new_allocator() [119]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*>(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*) [146]
[123]    0.0    0.00    0.00       1         void std::_Destroy_aux<false>::__destroy<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*>(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*) [123]
                0.00    0.00   40000/80000       std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >* std::__addressof<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >&) [58]
                0.00    0.00   40000/40000       void std::_Destroy<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*) [97]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_default_append(unsigned long) [25]
[124]    0.0    0.00    0.00       1         std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_allocate(unsigned long) [124]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::allocate(std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&, unsigned long) [131]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_base() [128]
[125]    0.0    0.00    0.00       1         std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_impl::_Vector_impl() [125]
                0.00    0.00       1/1           std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::allocator() [121]
                0.00    0.00       1/1           std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_impl_data::_Vector_impl_data() [127]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::~_Vector_base() [129]
[126]    0.0    0.00    0.00       1         std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_impl::~_Vector_impl() [126]
                0.00    0.00       1/1           std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::~allocator() [122]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_impl::_Vector_impl() [125]
[127]    0.0    0.00    0.00       1         std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_impl_data::_Vector_impl_data() [127]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::vector() [140]
[128]    0.0    0.00    0.00       1         std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_base() [128]
                0.00    0.00       1/1           std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_impl::_Vector_impl() [125]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::~vector() [141]
[129]    0.0    0.00    0.00       1         std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::~_Vector_base() [129]
                0.00    0.00       1/2           std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_deallocate(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long) [114]
                0.00    0.00       1/1           std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_impl::~_Vector_impl() [126]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_deallocate(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long) [114]
[130]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::deallocate(std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long) [130]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::deallocate(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long) [116]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_allocate(unsigned long) [124]
[131]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::allocate(std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&, unsigned long) [131]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::allocate(unsigned long, void const*) [117]
-----------------------------------------------
                0.00    0.00       1/1           std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>::linear_congruential_engine(unsigned long) [133]
[132]    0.0    0.00    0.00       1         std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>::seed(unsigned long) [132]
                0.00    0.00       3/3           unsigned long std::__detail::__mod<unsigned long, 2147483647ul, 1ul, 0ul>(unsigned long) [111]
-----------------------------------------------
                0.00    0.00       1/1           std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>::linear_congruential_engine() [134]
[133]    0.0    0.00    0.00       1         std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>::linear_congruential_engine(unsigned long) [133]
