Platform,File,PKG,seconds,size
desktop-AMD, malavoglia, 2.990477, 0.057604074478149414,546382
desktop-AMD, malavoglia, 2.582096, 0.05748939514160156,546382
desktop-AMD, malavoglia, 2.523612, 0.05527162551879883,546382
desktop-AMD, malavoglia, 2.710554, 0.057831525802612305,546382
desktop-AMD, malavoglia, 2.373245, 0.05573129653930664,546382
desktop-AMD, malavoglia, 3.136862, 0.05723762512207031,546382
desktop-AMD, malavoglia, 2.626756, 0.05553174018859863,546382
desktop-AMD, malavoglia, 2.71034, 0.05908203125,546382
desktop-AMD, malavoglia, 2.987882, 0.05998349189758301,546382
desktop-AMD, malavoglia, 2.569158, 0.05901336669921875,546382
desktop-AMD, malavoglia, 3.065531, 0.057608604431152344,546382
desktop-AMD, malavoglia, 2.583103, 0.05792856216430664,546382
desktop-AMD, malavoglia, 2.98834, 0.0591886043548584,546382
desktop-AMD, malavoglia, 2.629594, 0.058023929595947266,546382
desktop-AMD, malavoglia, 2.701841, 0.058005332946777344,546382
desktop-AMD, malavoglia, 3.252029, 0.058815717697143555,546382
desktop-AMD, malavoglia, 2.617281, 0.05808234214782715,546382
desktop-AMD, malavoglia, 2.637604, 0.0572359561920166,546382
desktop-AMD, malavoglia, 2.939819, 0.05815291404724121,546382
desktop-AMD, malavoglia, 2.590229, 0.057729482650756836,546382
desktop-AMD, malavoglia, 3.112021, 0.05917668342590332,546382
desktop-AMD, malavoglia, 2.630555, 0.057930707931518555,546382
desktop-AMD, malavoglia, 2.94548, 0.05744767189025879,546382
desktop-AMD, malavoglia, 2.790368, 0.0577695369720459,546382
desktop-AMD, malavoglia, 2.422681, 0.054631948471069336,546382
desktop-AMD, malavoglia, 3.211229, 0.05890512466430664,546382
desktop-AMD, malavoglia, 2.95166, 0.06149649620056152,546382
desktop-AMD, malavoglia, 2.472391, 0.055867910385131836,546382
desktop-AMD, malavoglia, 2.683623, 0.059010982513427734,546382
desktop-AMD, malavoglia, 2.875889, 0.06326580047607422,546382
desktop-AMD, 3romanzi, 13.080455, 0.2960348129272461,3033416
desktop-AMD, 3romanzi, 14.565103, 0.31422877311706543,3033416
desktop-AMD, 3romanzi, 15.694959, 0.311934232711792,3033416
desktop-AMD, 3romanzi, 14.549022, 0.3132953643798828,3033416
desktop-AMD, 3romanzi, 15.470331, 0.31841111183166504,3033416
desktop-AMD, 3romanzi, 14.479064, 0.31681227684020996,3033416
desktop-AMD, 3romanzi, 14.698458, 0.3160881996154785,3033416
desktop-AMD, 3romanzi, 17.545128, 0.3168356418609619,3033416
desktop-AMD, 3romanzi, 14.46376, 0.31447768211364746,3033416
desktop-AMD, 3romanzi, 14.548274, 0.3112161159515381,3033416
desktop-AMD, 3romanzi, 14.828396, 0.32103848457336426,3033416
desktop-AMD, 3romanzi, 14.334326, 0.31235766410827637,3033416
desktop-AMD, 3romanzi, 13.06988, 0.2960028648376465,3033416
desktop-AMD, 3romanzi, 14.272409, 0.31102776527404785,3033416
desktop-AMD, 3romanzi, 14.730622, 0.32220911979675293,3033416
desktop-AMD, 3romanzi, 15.810309, 0.3436281681060791,3033416
desktop-AMD, 3romanzi, 14.736527, 0.3173408508300781,3033416
desktop-AMD, 3romanzi, 14.345815, 0.31125640869140625,3033416
desktop-AMD, 3romanzi, 15.050247, 0.31572818756103516,3033416
desktop-AMD, 3romanzi, 14.39989, 0.31180858612060547,3033416
desktop-AMD, 3romanzi, 15.005068, 0.3116791248321533,3033416
desktop-AMD, 3romanzi, 13.416482, 0.29594874382019043,3033416
desktop-AMD, 3romanzi, 14.39516, 0.3103783130645752,3033416
desktop-AMD, 3romanzi, 14.272516, 0.30796170234680176,3033416
desktop-AMD, 3romanzi, 14.348898, 0.30968475341796875,3033416
desktop-AMD, 3romanzi, 14.06989, 0.3032078742980957,3033416
desktop-AMD, 3romanzi, 12.798182, 0.29438304901123047,3033416
desktop-AMD, 3romanzi, 14.898354, 0.3228323459625244,3033416
desktop-AMD, 3romanzi, 13.204868, 0.30089879035949707,3033416
desktop-AMD, 3romanzi, 15.273518, 0.31162548065185547,3033416
